dt,WVHT,DPD,APD,MWD,WTMP
2025-04-13T17:26:00Z,0.8,9,4.4,55,21.2
2025-04-13T16:56:00Z,0.8,8,4.2,68,21.1
2025-04-13T16:26:00Z,0.7,8,4,62,21.2
2025-04-13T15:56:00Z,0.8,8,4.5,58,21.2
2025-04-13T15:26:00Z,0.8,7,4.5,59,21.2
2025-04-13T14:56:00Z,0.8,7,4.9,58,21.2
2025-04-13T14:26:00Z,0.8,8,5.2,56,21.1
2025-04-13T13:56:00Z,0.8,9,5.3,62,21.1
2025-04-13T13:26:00Z,0.8,7,5.3,63,21.1
2025-04-13T12:56:00Z,0.8,6,5.1,56,21.1
2025-04-13T12:26:00Z,0.9,9,5.2,61,21.1
2025-04-13T11:56:00Z,0.8,9,5.3,61,21.1
2025-04-13T11:26:00Z,0.8,9,5.5,66,21.1
2025-04-13T10:56:00Z,0.8,7,5.4,58,21
2025-04-13T10:26:00Z,0.8,9,5.4,66,21
2025-04-13T09:56:00Z,0.9,8,5.5,58,21
2025-04-13T09:26:00Z,0.8,9,5.6,59,21.1
2025-04-13T08:56:00Z,0.9,9,6,63,21.1
2025-04-13T08:26:00Z,0.8,8,6,62,21
2025-04-13T07:56:00Z,0.8,9,6.2,63,21
2025-04-13T07:26:00Z,0.8,9,6.1,68,21.1
2025-04-13T06:56:00Z,0.8,9,6.1,66,21.1
2025-04-13T06:26:00Z,0.8,8,5.7,65,21.1
2025-04-13T05:56:00Z,0.8,9,6,73,21.1
2025-04-13T05:26:00Z,0.8,9,5.8,62,21.1
2025-04-13T04:56:00Z,0.8,9,5.7,66,21.1
2025-04-13T04:26:00Z,0.8,9,5.5,70,21.1
2025-04-13T03:56:00Z,0.8,10,5.6,63,21.2
2025-04-13T03:26:00Z,0.8,10,5.4,59,21.2
2025-04-13T02:56:00Z,0.8,10,5.3,62,21.2
2025-04-13T02:26:00Z,0.9,9,5.3,69,21.2
2025-04-13T01:56:00Z,0.8,10,5.2,66,21.3
2025-04-13T01:26:00Z,0.9,9,5.2,68,21.3
2025-04-13T00:56:00Z,0.9,5,5.2,27,21.3
2025-04-13T00:26:00Z,0.9,9,5,69,21.3
2025-04-12T23:56:00Z,0.9,10,5.1,55,21.3
2025-04-12T23:26:00Z,0.9,8,5,68,21.3
2025-04-12T22:56:00Z,0.8,10,5.1,65,21.3
2025-04-12T22:26:00Z,0.8,10,4.8,62,21.3
2025-04-12T21:56:00Z,0.8,8,4.7,68,21.3
2025-04-12T21:26:00Z,0.8,9,4.8,68,21.3
2025-04-12T20:56:00Z,0.8,8,4.7,68,21.3
2025-04-12T20:26:00Z,0.8,9,4.5,75,21.3
2025-04-12T19:56:00Z,0.8,10,4.6,69,21.3
2025-04-12T19:26:00Z,0.8,9,4.3,73,21.3
2025-04-12T18:56:00Z,0.9,8,4.1,76,21.3
2025-04-12T18:26:00Z,0.9,8,4.1,80,21.3
2025-04-12T17:56:00Z,0.9,8,4.1,80,21.3
2025-04-12T17:26:00Z,0.9,5,4.2,11,21.3
2025-04-12T16:56:00Z,0.9,5,4.3,7,21.3
2025-04-12T16:26:00Z,0.9,5,4.3,6,21.3
2025-04-12T15:56:00Z,1,6,4.3,10,21.2
2025-04-12T15:26:00Z,1.1,6,4.4,8,21.2
2025-04-12T14:56:00Z,1.1,5,4.3,7,21.2
2025-04-12T14:26:00Z,1.1,6,4.3,11,21.2
2025-04-12T13:56:00Z,1.1,6,4.2,6,21.2
2025-04-12T13:26:00Z,1.2,5,4.3,8,21.3
2025-04-12T12:56:00Z,1.2,5,4.3,1,21.3
2025-04-12T12:26:00Z,1.3,6,4.4,3,21.3
2025-04-12T11:56:00Z,1.2,5,4.3,3,21.3
2025-04-12T11:26:00Z,1.2,5,4.2,345,21.3
2025-04-12T10:56:00Z,1.2,5,4.2,350,21.3
2025-04-12T10:26:00Z,1.1,4,4,336,21.2
2025-04-12T09:56:00Z,1.1,4,4,336,21.2
2025-04-12T09:26:00Z,1.1,4,3.9,335,21.2
2025-04-12T08:56:00Z,0.9,4,3.5,332,21.2
2025-04-12T08:26:00Z,0.8,3,3.4,302,21.2
2025-04-12T07:56:00Z,0.8,3,3.5,294,21.2
2025-04-12T07:26:00Z,0.7,3,3.5,277,21.2
2025-04-12T06:56:00Z,0.7,3,3.4,271,21.2
2025-04-12T06:26:00Z,0.7,8,3.4,75,21.2
2025-04-12T05:56:00Z,0.7,9,3.3,68,21.2
2025-04-12T05:26:00Z,0.7,8,3.6,77,21.2
2025-04-12T04:56:00Z,0.7,8,3.6,77,21.3
2025-04-12T04:26:00Z,0.7,8,3.8,77,21.3
2025-04-12T03:56:00Z,0.7,9,4.1,70,21.4
2025-04-12T03:26:00Z,0.7,8,4.2,70,21.4
2025-04-12T02:56:00Z,0.9,9,4.6,69,21.4
2025-04-12T02:26:00Z,1,9,4.4,69,21.5
2025-04-12T01:56:00Z,1.3,5,4.5,328,21.5
2025-04-12T01:26:00Z,1.2,5,4.2,323,21.5
2025-04-12T00:56:00Z,1.2,4,4,277,21.5
2025-04-12T00:26:00Z,1.1,9,3.8,72,21.5
2025-04-11T23:56:00Z,1.1,9,4.2,72,21.5
2025-04-11T23:26:00Z,1,9,4,66,21.6
2025-04-11T22:56:00Z,1,8,4.1,73,21.6
2025-04-11T22:26:00Z,1,9,4.4,70,21.6
2025-04-11T21:56:00Z,1,8,4.9,76,21.6
2025-04-11T21:26:00Z,0.9,8,4.5,82,21.6
2025-04-11T20:56:00Z,1,8,5.2,79,21.6
2025-04-11T20:26:00Z,1,8,5.2,77,21.6
2025-04-11T19:56:00Z,1,8,5.4,77,21.6
2025-04-11T19:26:00Z,0.9,9,5.7,75,21.6
2025-04-11T18:56:00Z,0.9,9,5.9,72,21.7
2025-04-11T18:26:00Z,1,9,6.3,73,21.6
2025-04-11T17:56:00Z,0.9,9,6.5,80,21.6
2025-04-11T17:26:00Z,0.9,9,7,77,21.6
2025-04-11T16:56:00Z,0.9,9,7,76,21.6
2025-04-11T16:26:00Z,0.9,9,7,73,21.5
2025-04-11T15:56:00Z,0.9,9,6.5,82,21.5
2025-04-11T15:26:00Z,0.9,9,6.5,80,21.5
2025-04-11T14:56:00Z,1,10,6.2,75,21.4
2025-04-11T14:26:00Z,1,9,5.7,79,21.2
2025-04-11T13:56:00Z,1.1,9,5.6,79,21.2
2025-04-11T13:26:00Z,1.1,10,5.4,77,21.2
2025-04-11T12:56:00Z,1.2,9,5.5,79,21.1
2025-04-11T12:26:00Z,1.2,9,5.2,83,21.1
2025-04-11T11:56:00Z,1.3,10,5.2,83,21.1
2025-04-11T11:26:00Z,1.2,9,5.2,83,21.1
2025-04-11T10:56:00Z,1.3,9,6,82,21.1
2025-04-11T10:26:00Z,1.3,10,6.3,76,21.1
2025-04-11T09:56:00Z,1.3,9,6.4,76,21.1
2025-04-11T09:26:00Z,1.4,10,6.3,76,21.1
2025-04-11T08:56:00Z,1.4,10,6.1,76,21.1
2025-04-11T08:26:00Z,1.3,9,5.8,73,21.1
2025-04-11T07:56:00Z,1.4,10,6.1,73,21.1
2025-04-11T07:26:00Z,1.4,9,6.2,76,21.1
2025-04-11T06:56:00Z,1.4,10,6,80,21.1
2025-04-11T06:26:00Z,1.4,9,6.2,83,21.2
2025-04-11T05:56:00Z,1.4,9,6.1,80,21.2
2025-04-11T05:26:00Z,1.4,9,6.1,79,21.2
2025-04-11T04:56:00Z,1.3,9,5.9,75,21.2
2025-04-11T04:26:00Z,1.4,10,6.4,77,21.2
2025-04-11T03:56:00Z,1.4,9,6.1,77,21.2
2025-04-11T03:26:00Z,1.4,10,6.1,77,21.3
2025-04-11T02:56:00Z,1.3,8,6.1,79,21.3
2025-04-11T02:26:00Z,1.3,11,6.1,79,21.3
2025-04-11T01:56:00Z,1.3,8,5.8,89,21.3
2025-04-11T01:26:00Z,1.4,10,6,76,21.3
2025-04-11T00:56:00Z,1.5,8,6,83,21.3
2025-04-11T00:26:00Z,1.5,9,5.9,80,21.4
2025-04-10T23:56:00Z,1.6,9,6.1,76,21.4
2025-04-10T23:26:00Z,1.6,9,6.2,76,21.4
2025-04-10T22:56:00Z,1.5,10,5.9,79,21.4
2025-04-10T22:26:00Z,1.6,10,6,86,21.5
2025-04-10T21:56:00Z,1.6,9,6.2,77,21.6
2025-04-10T21:26:00Z,1.7,11,6.3,86,21.6
2025-04-10T20:56:00Z,1.8,10,6.5,86,21.6
2025-04-10T20:26:00Z,1.8,11,6.7,91,21.5
2025-04-10T19:56:00Z,1.8,11,6.7,89,21.6
2025-04-10T19:26:00Z,1.8,10,6.8,77,21.7
2025-04-10T18:56:00Z,1.7,10,6.5,83,21.7
2025-04-10T18:26:00Z,1.8,11,6.8,97,21.6
2025-04-10T17:56:00Z,1.9,11,6.9,90,21.6
2025-04-10T17:26:00Z,1.8,11,6.9,90,21.5
2025-04-10T16:56:00Z,1.8,11,7,86,21.4
2025-04-10T16:26:00Z,1.7,10,6.7,75,21.3
2025-04-10T15:56:00Z,1.8,11,6.7,83,21.4
2025-04-10T15:26:00Z,1.9,11,6.7,73,21.4
2025-04-10T14:56:00Z,1.8,11,6.7,70,21.4
2025-04-10T14:26:00Z,1.9,11,6.7,79,21.3
2025-04-10T13:56:00Z,2,11,7.2,83,21.2
2025-04-10T13:26:00Z,1.9,11,6.8,86,21.2
2025-04-10T12:56:00Z,2.1,10,7.2,66,21.3
2025-04-10T12:26:00Z,2,10,6.8,70,21.2
2025-04-10T11:56:00Z,2,11,6.7,75,21.3
2025-04-10T11:26:00Z,2.1,11,6.7,79,21.3
2025-04-10T10:56:00Z,2.4,11,7.3,73,21.3
2025-04-10T10:26:00Z,2.4,11,6.8,70,21.3
2025-04-10T09:56:00Z,2.4,10,6.8,70,21.3
2025-04-10T09:26:00Z,2.4,10,6.7,75,21.3
2025-04-10T08:56:00Z,2.3,11,6.7,77,21.3
2025-04-10T08:26:00Z,2.3,10,6.8,73,21.3
2025-04-10T07:56:00Z,2.4,10,6.7,69,21.3
2025-04-10T07:26:00Z,2.5,10,6.9,72,21.3
2025-04-10T06:56:00Z,2.4,9,6.7,72,21.4
2025-04-10T06:26:00Z,2.3,9,6.5,63,21.4
2025-04-10T05:56:00Z,2.3,9,6.3,59,21.5
2025-04-10T05:26:00Z,2.3,11,6.2,66,21.5
2025-04-10T04:56:00Z,2.3,11,6.1,59,21.5
2025-04-10T04:26:00Z,2.3,8,5.9,58,21.6
2025-04-10T03:56:00Z,2.3,8,5.8,62,21.6
2025-04-10T03:26:00Z,2.3,6,5.7,45,21.6
2025-04-10T02:56:00Z,2.6,9,6.2,61,21.6
2025-04-10T02:26:00Z,2.4,7,5.7,44,21.6
2025-04-10T01:56:00Z,2.2,7,5.7,45,21.6
2025-04-10T01:26:00Z,2.2,7,5.5,44,21.6
2025-04-10T00:56:00Z,2.2,8,5.7,46,21.6
2025-04-10T00:26:00Z,2.1,7,5.3,41,21.6
2025-04-09T23:56:00Z,2,7,5.3,46,21.6
2025-04-09T23:26:00Z,2,7,5.1,45,21.6
2025-04-09T22:56:00Z,1.9,6,5.1,39,21.6
2025-04-09T22:26:00Z,1.9,6,4.9,48,21.6
2025-04-09T21:56:00Z,1.8,6,4.8,38,21.7
2025-04-09T21:26:00Z,1.8,6,4.7,44,21.7
2025-04-09T20:56:00Z,1.7,6,4.7,48,21.7
2025-04-09T20:26:00Z,1.6,5,4.5,37,21.7
2025-04-09T19:56:00Z,1.6,6,4.6,42,21.7
2025-04-09T19:26:00Z,1.7,6,4.8,58,21.7
2025-04-09T18:56:00Z,1.6,6,4.6,52,21.7
2025-04-09T18:26:00Z,1.5,5,4.5,39,21.7
2025-04-09T17:56:00Z,1.4,5,4.4,44,21.7
2025-04-09T17:26:00Z,1.4,6,4.3,53,21.7
2025-04-09T16:56:00Z,1.3,5,4.3,52,21.7
2025-04-09T16:26:00Z,1.3,5,4.3,46,21.7
2025-04-09T15:56:00Z,1.3,5,4.4,46,21.8
2025-04-09T15:26:00Z,1.2,5,4.2,51,21.8
2025-04-09T14:56:00Z,1.3,6,4.2,55,21.8
2025-04-09T14:26:00Z,1.2,5,4.1,49,21.8
2025-04-09T13:56:00Z,1.1,4,4,39,21.8
2025-04-09T13:26:00Z,1.1,5,4.2,48,21.8
2025-04-09T12:56:00Z,1.1,14,4.3,82,21.8
2025-04-09T12:26:00Z,1.1,5,4,48,21.8
2025-04-09T11:56:00Z,1,4,4,39,21.8
2025-04-09T11:26:00Z,1,4,4,45,21.8
2025-04-09T10:56:00Z,1,5,4,52,21.9
2025-04-09T10:26:00Z,0.9,4,4.1,53,21.9
2025-04-09T09:56:00Z,0.9,4,4.1,31,21.9
2025-04-09T09:26:00Z,0.9,4,4,24,21.9
2025-04-09T08:56:00Z,0.9,4,4,31,21.9
2025-04-09T08:26:00Z,0.8,4,3.9,23,21.9
2025-04-09T07:56:00Z,0.8,13,4.1,82,21.8
2025-04-09T07:26:00Z,0.8,12,4,70,21.8
2025-04-09T06:56:00Z,0.7,3,3.8,24,21.8
2025-04-09T06:26:00Z,0.8,4,3.9,21,21.8
2025-04-09T05:56:00Z,0.8,3,3.7,32,21.8
2025-04-09T05:26:00Z,0.8,4,3.8,23,21.8
2025-04-09T04:56:00Z,0.8,4,3.7,17,21.8
2025-04-09T04:26:00Z,0.8,4,3.8,16,21.9
2025-04-09T03:56:00Z,0.8,4,3.8,13,21.9
2025-04-09T03:26:00Z,0.8,4,3.8,16,21.9
2025-04-09T02:56:00Z,0.8,4,3.7,17,21.9
2025-04-09T02:26:00Z,0.9,4,3.7,17,21.9
2025-04-09T01:56:00Z,0.9,4,3.7,17,21.9
2025-04-09T01:26:00Z,1,4,3.8,21,21.9
2025-04-09T00:56:00Z,1,4,3.8,21,22
2025-04-09T00:26:00Z,0.9,5,3.7,20,22
2025-04-08T23:56:00Z,0.9,4,3.7,13,22
2025-04-08T23:26:00Z,0.9,4,3.7,10,22
2025-04-08T22:56:00Z,0.8,4,3.6,13,22
2025-04-08T22:26:00Z,0.8,4,3.6,7,22
2025-04-08T21:56:00Z,0.8,4,3.6,8,22.1
2025-04-08T21:26:00Z,0.8,4,3.6,7,22.1
2025-04-08T20:56:00Z,0.8,4,3.7,4,22.1
2025-04-08T20:26:00Z,0.9,4,3.7,4,22
2025-04-08T19:56:00Z,0.9,4,3.7,4,22
2025-04-08T19:26:00Z,0.8,5,3.8,6,22
2025-04-08T18:56:00Z,0.8,5,3.8,10,22
2025-04-08T18:26:00Z,0.8,4,3.8,356,22.1
2025-04-08T17:56:00Z,0.8,5,3.8,17,22
2025-04-08T17:26:00Z,0.8,5,3.9,11,22
2025-04-08T16:56:00Z,0.8,4,4,354,22
2025-04-08T16:26:00Z,0.8,5,4,23,22
2025-04-08T15:56:00Z,0.8,5,4,353,22
2025-04-08T15:26:00Z,0.9,5,4.1,1,21.9
2025-04-08T14:56:00Z,1,5,4,16,21.9
2025-04-08T14:26:00Z,0.9,4,3.8,354,21.9
2025-04-08T13:56:00Z,0.9,5,3.8,357,21.9
2025-04-08T13:26:00Z,0.9,4,3.9,345,21.9
2025-04-08T12:56:00Z,1,4,3.9,345,21.9
2025-04-08T12:26:00Z,1.1,4,3.9,336,21.9
2025-04-08T11:56:00Z,1,4,3.9,343,21.9
2025-04-08T11:26:00Z,1,4,4,333,21.9
2025-04-08T10:56:00Z,1.1,4,4.1,339,21.9
2025-04-08T10:26:00Z,1.2,4,4.2,333,21.9
2025-04-08T09:56:00Z,1.2,4,4.2,335,21.9
2025-04-08T09:26:00Z,1.1,4,4.1,336,21.9
2025-04-08T08:56:00Z,1,6,4.1,122,21.9
2025-04-08T08:26:00Z,0.9,6,4.2,129,21.9
2025-04-08T07:56:00Z,0.9,5,4.2,124,22
2025-04-08T07:26:00Z,0.9,6,4.2,120,21.9
2025-04-08T06:56:00Z,0.9,6,4.4,118,22
2025-04-08T06:26:00Z,0.9,5,4.3,125,22
2025-04-08T05:56:00Z,0.9,6,4.2,118,22.1
2025-04-08T05:26:00Z,1,5,4.3,120,22.1
2025-04-08T04:56:00Z,1,6,4.3,127,22.1
2025-04-08T04:26:00Z,1.1,5,4.2,122,22.1
2025-04-08T03:56:00Z,1,5,4.1,125,22.1
2025-04-08T03:26:00Z,1.1,5,4,125,22.1
2025-04-08T02:56:00Z,1.1,6,3.9,120,22.1
2025-04-08T02:26:00Z,1.1,5,4,125,22.1
2025-04-08T01:56:00Z,1,5,4,122,22.1
2025-04-08T01:26:00Z,1,5,4.2,124,22
2025-04-08T00:56:00Z,0.9,6,4.3,117,22
2025-04-08T00:26:00Z,1,5,4,127,22
2025-04-07T23:56:00Z,1.1,5,4.4,124,22
2025-04-07T23:26:00Z,1.1,5,4.1,127,22
2025-04-07T22:56:00Z,1.2,5,4.1,129,22
2025-04-07T22:26:00Z,1.2,5,4.2,125,22
2025-04-07T21:56:00Z,1.2,5,4.1,131,22
2025-04-07T21:26:00Z,1.2,6,4,117,22.1
2025-04-07T20:56:00Z,1.2,5,3.9,136,22.1
2025-04-07T20:26:00Z,1.1,5,3.9,129,22.1
2025-04-07T19:56:00Z,1.1,5,3.8,122,22.2
2025-04-07T19:26:00Z,1.1,5,3.9,127,22.2
2025-04-07T18:56:00Z,1,5,3.9,125,22.2
2025-04-07T18:26:00Z,1.1,5,4.1,132,22.1
2025-04-07T17:56:00Z,1,5,4.1,132,22.1
2025-04-07T17:26:00Z,1,6,4.2,124,22.1
2025-04-07T16:56:00Z,1,5,4.1,135,22
2025-04-07T16:26:00Z,1.1,5,4.2,134,21.9
2025-04-07T15:56:00Z,1,5,4.2,132,21.9
2025-04-07T15:26:00Z,1,5,4.1,131,21.8
2025-04-07T14:56:00Z,1.1,6,4.3,122,21.8
2025-04-07T14:26:00Z,1,5,4,128,21.7
2025-04-07T13:56:00Z,1,6,4.2,125,21.6
2025-04-07T13:26:00Z,1.1,6,4.2,125,21.6
2025-04-07T12:56:00Z,1,6,4.2,125,21.6
2025-04-07T12:26:00Z,1,6,4.2,128,21.6
2025-04-07T11:56:00Z,1,5,4.2,134,21.6
2025-04-07T11:26:00Z,0.9,6,4.4,124,21.5
2025-04-07T10:56:00Z,1,6,4.6,131,21.5
2025-04-07T10:26:00Z,1,5,4.5,135,21.5
2025-04-07T09:56:00Z,0.9,6,4.7,128,21.5
2025-04-07T09:26:00Z,1,5,4.7,132,21.5
2025-04-07T08:56:00Z,1,6,4.7,128,21.4
2025-04-07T08:26:00Z,1.1,5,4.7,135,21.4
2025-04-07T07:56:00Z,1,5,4.7,134,21.3
2025-04-07T07:26:00Z,1,5,4.7,129,21.4
2025-04-07T06:56:00Z,1,5,4.6,138,21.4
2025-04-07T06:26:00Z,1,5,4.5,134,21.6
2025-04-07T05:56:00Z,1.1,5,4.6,132,21.5
2025-04-07T05:26:00Z,1.2,5,4.5,139,21.5
2025-04-07T04:56:00Z,1.1,5,4.3,139,21.5
2025-04-07T04:26:00Z,1.2,5,4.3,141,21.5
2025-04-07T03:56:00Z,1.3,5,4.5,148,21.5
2025-04-07T03:26:00Z,1.3,5,4.3,141,21.5
2025-04-07T02:56:00Z,1.5,6,4.5,141,21.5
2025-04-07T02:26:00Z,1.4,5,4.4,143,21.4
2025-04-07T01:56:00Z,1.3,5,4.3,145,21.4
2025-04-07T01:26:00Z,1.3,5,4.3,151,21.5
2025-04-07T00:56:00Z,1.4,5,4.4,145,21.5
2025-04-07T00:26:00Z,1.4,5,4.4,141,21.5
2025-04-06T23:56:00Z,1.3,5,4.4,145,21.5
2025-04-06T23:26:00Z,1.2,5,4.3,146,21.5
2025-04-06T22:56:00Z,1.2,5,4.2,138,21.6
2025-04-06T22:26:00Z,1.2,5,4.2,134,21.6
2025-04-06T21:56:00Z,1.2,5,4.3,135,21.7
2025-04-06T21:26:00Z,1.1,5,4.2,134,21.7
2025-04-06T20:56:00Z,1.1,4,4.1,127,21.7
2025-04-06T20:26:00Z,1.1,5,4.1,115,21.7
2025-04-06T19:56:00Z,1.1,4,4.1,135,21.8
2025-04-06T19:26:00Z,1.1,5,4.1,115,21.9
2025-04-06T18:56:00Z,1,4,4.1,127,21.8
2025-04-06T18:26:00Z,1,5,4.3,111,21.8
2025-04-06T17:56:00Z,1,5,4.2,111,21.9
2025-04-06T17:26:00Z,1,5,4.3,113,21.9
2025-04-06T16:56:00Z,0.9,5,4.3,118,21.9
2025-04-06T16:26:00Z,0.9,6,4.5,115,21.9
2025-04-06T15:56:00Z,0.9,11,4.8,87,21.8
2025-04-06T15:26:00Z,0.9,5,4.8,120,21.7
2025-04-06T14:56:00Z,0.9,5,5.1,122,21.7
2025-04-06T14:26:00Z,0.9,9,5.2,90,21.6
2025-04-06T13:56:00Z,0.9,9,5.2,86,21.4
2025-04-06T13:26:00Z,1,6,5.3,118,21.4
2025-04-06T12:56:00Z,0.9,5,5.2,121,21.4
2025-04-06T12:26:00Z,0.9,5,5.2,132,21.3
2025-04-06T11:56:00Z,0.9,5,5,128,21.3
2025-04-06T11:26:00Z,1,5,5,125,21.3
2025-04-06T10:56:00Z,0.9,5,5,129,21.2
2025-04-06T10:26:00Z,1,5,5,132,21.1
2025-04-06T09:56:00Z,1,6,5,115,21.1
2025-04-06T09:26:00Z,1.1,5,5,125,21.1
2025-04-06T08:56:00Z,1.1,5,4.9,129,21.1
2025-04-06T08:26:00Z,1.1,5,4.6,122,21
2025-04-06T07:56:00Z,1.1,5,4.7,129,21
2025-04-06T07:26:00Z,1.2,5,4.5,132,21.2
2025-04-06T06:56:00Z,1.2,5,4.5,131,21.3
2025-04-06T06:26:00Z,1.2,5,4.4,138,21.3
2025-04-06T05:56:00Z,1.3,5,4.3,142,21.2
2025-04-06T05:26:00Z,1.3,5,4.4,136,21.1
2025-04-06T04:56:00Z,1.3,5,4.2,134,21.1
2025-04-06T04:26:00Z,1.2,5,4.2,139,21.1
2025-04-06T03:56:00Z,1.3,5,4.2,142,21.2
2025-04-06T03:26:00Z,1.3,5,4.2,139,21.2
2025-04-06T02:56:00Z,1.3,5,4.3,134,21.3
2025-04-06T02:26:00Z,1.3,5,4.4,145,21.4
2025-04-06T01:56:00Z,1.3,5,4.3,139,21.5
2025-04-06T01:26:00Z,1.3,5,4.3,141,21.7
2025-04-06T00:56:00Z,1.4,5,4.4,143,21.8
2025-04-06T00:26:00Z,1.4,5,4.5,139,21.8
2025-04-05T23:56:00Z,1.4,5,4.5,132,21.8
2025-04-05T22:56:00Z,1.2,4,4.3,139,22
2025-04-05T22:26:00Z,1.2,5,4.3,120,22.1
2025-04-05T21:56:00Z,1.1,4,4.2,128,22.2
2025-04-05T21:26:00Z,1,4,4.2,120,22.2
2025-04-05T20:56:00Z,1.1,9,4.4,93,22.3
2025-04-05T20:26:00Z,1,9,4.3,98,22.3
2025-04-05T19:56:00Z,1,9,4.5,86,22.4
2025-04-05T19:26:00Z,1,8,4.6,100,22.4
2025-04-05T18:56:00Z,0.9,9,4.6,101,22.5
2025-04-05T18:26:00Z,0.9,9,4.9,93,22.6
2025-04-05T17:56:00Z,1,5,5.2,113,22.6
2025-04-05T17:26:00Z,1,5,5.3,115,22.6
2025-04-05T16:56:00Z,0.9,5,5.1,114,22.5
2025-04-05T16:26:00Z,1,8,5.2,96,22.5
2025-04-05T15:56:00Z,1,9,5.4,97,22.6
2025-04-05T15:26:00Z,0.9,6,5.2,107,22.5
2025-04-05T14:56:00Z,0.9,9,5.3,91,22.4
2025-04-05T14:26:00Z,1,5,5.4,110,22.2
2025-04-05T13:56:00Z,0.9,6,5.4,113,21.9
2025-04-05T13:26:00Z,0.9,6,5.3,104,21.6
2025-04-05T12:56:00Z,1,9,5.7,97,21.5
2025-04-05T12:26:00Z,0.9,7,5.4,96,21.5
2025-04-05T11:56:00Z,0.8,9,5.4,97,21.5
2025-04-05T11:26:00Z,0.9,8,5.4,96,21.6
2025-04-05T10:56:00Z,0.9,8,5.6,96,21.6
2025-04-05T10:26:00Z,0.9,9,5.3,91,21.7
2025-04-05T09:56:00Z,0.9,8,5.3,93,21.6
2025-04-05T09:26:00Z,0.9,8,5.3,94,21.5
2025-04-05T08:56:00Z,0.8,9,5.1,94,21.5
2025-04-05T08:26:00Z,0.9,9,5.1,97,21.5
2025-04-05T07:56:00Z,0.9,9,5.3,89,21.6
2025-04-05T07:26:00Z,0.9,9,5.2,91,21.6
2025-04-05T06:56:00Z,0.9,10,4.8,98,21.6
2025-04-05T06:26:00Z,0.9,9,4.9,89,21.6
2025-04-05T05:56:00Z,0.9,8,4.7,93,21.5
2025-04-05T05:26:00Z,0.9,8,4.7,96,21.4
2025-04-05T04:56:00Z,1,8,4.8,100,21.5
2025-04-05T04:26:00Z,1,6,4.7,106,21.8
2025-04-05T03:56:00Z,1,8,4.6,98,21.9
2025-04-05T03:26:00Z,1,8,4.4,93,21.9
2025-04-05T02:56:00Z,1.1,8,4.3,97,21.9
2025-04-05T02:26:00Z,1,8,4.6,91,22
2025-04-05T01:56:00Z,1,8,4.8,98,22
2025-04-05T01:26:00Z,1,9,4.7,103,22
2025-04-05T00:56:00Z,1.1,6,4.8,108,22.1
2025-04-05T00:26:00Z,1,6,4.9,114,22.2
2025-04-04T23:56:00Z,1,6,4.8,103,22.2
2025-04-04T23:26:00Z,1,9,5.3,90,22.3
2025-04-04T22:56:00Z,1,6,5.3,107,22.3
2025-04-04T22:26:00Z,1,6,5.2,104,22.3
2025-04-04T21:56:00Z,1,7,5.2,106,22.3
2025-04-04T21:26:00Z,1,7,4.9,103,22.3
2025-04-04T20:56:00Z,1,6,5.1,113,22.3
2025-04-04T20:26:00Z,1,6,5.2,108,22.4
2025-04-04T19:56:00Z,1.1,6,5.3,110,22.4
2025-04-04T19:26:00Z,1.1,7,5.3,103,22.6
2025-04-04T18:56:00Z,1.1,6,5.4,108,22.7
2025-04-04T18:26:00Z,1.2,7,5.4,107,22.7
2025-04-04T17:56:00Z,1.1,6,5.3,117,22.7
2025-04-04T17:26:00Z,1,6,5.2,111,22.6
2025-04-04T16:56:00Z,1.1,6,5.2,114,22.3
2025-04-04T16:26:00Z,1.2,7,5.2,104,22
2025-04-04T15:56:00Z,1.2,6,5.4,110,21.8
2025-04-04T15:26:00Z,1.1,6,5.3,108,21.6
2025-04-04T14:56:00Z,1.1,6,5.2,103,21.5
2025-04-04T14:26:00Z,1.1,6,5.4,108,21.3
2025-04-04T13:56:00Z,1.1,6,5.3,117,21.2
2025-04-04T13:26:00Z,1.1,6,5.4,110,21.1
2025-04-04T12:56:00Z,1.1,6,5.5,107,21.1
2025-04-04T12:26:00Z,1.2,6,5.5,108,21.1
2025-04-04T11:56:00Z,1.1,6,5.4,108,21.1
2025-04-04T11:26:00Z,1.1,6,5.5,101,21.1
2025-04-04T10:56:00Z,1,6,5.3,108,21.2
2025-04-04T10:26:00Z,1.1,7,5.5,101,21.3
2025-04-04T09:56:00Z,1.2,6,5.3,110,21.3
2025-04-04T09:26:00Z,1.1,7,5.2,98,21.3
2025-04-04T08:56:00Z,1.1,6,5.2,103,21.3
2025-04-04T08:26:00Z,1.1,5,5.2,114,21.3
2025-04-04T07:56:00Z,1.1,6,5.1,107,21.3
2025-04-04T07:26:00Z,1.1,5,5,104,21.4
2025-04-04T06:56:00Z,1.1,6,4.9,111,21.4
2025-04-04T06:26:00Z,1.2,6,4.9,101,21.4
2025-04-04T05:56:00Z,1.2,6,4.9,103,21.5
2025-04-04T05:26:00Z,1.2,5,4.8,110,21.4
2025-04-04T04:56:00Z,1.2,6,5,113,21.4
2025-04-04T04:26:00Z,1.2,6,5,100,21.4
2025-04-04T03:56:00Z,1.2,6,4.9,108,21.4
2025-04-04T03:26:00Z,1.2,6,4.9,108,21.3
2025-04-04T02:56:00Z,1.2,6,4.7,106,21.4
2025-04-04T02:26:00Z,1.3,6,4.7,108,21.5
